Name,Price,Vin Number,Vehicle Summary,Top features & Specs
2018 Ford F-150,"$29,990",1FTMF1C52JKC30979,"21,875 miles, automatic transmission, rear wheel drive, 19 city / 25 hwy, 8'2” bed length, 3 Seats","Keyless Entry, Tilt & Telescoping Wheel, Towing Pkg"
2017 Lexus NX 200t,"$30,990",JTJYARBZ1H2084679,"26,365 miles, automatic transmission, front wheel drive, 235 horsepower, gas engine, 22 city / 28 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Stability Control, LED Headlamps"
2018 Ford Expedition,"$43,590",1FMJU2ATXJEA18227,"93,479 miles, automatic transmission, four wheel drive, 17 city / 22 hwy, 8 Seats","Adaptive Cruise Control, Heated Seats, Keyless Entry, Navigation System, Power Liftgate Release, Tilt & Telescoping Wheel, Bang & Olufsen Premium Sound, Lane Departure Warning System, Fog Lights, Roof Rack, Towing Pkg"
2020 GMC Terrain,"$25,999",3GKALPEV4LL242438,"50,139 miles, automatic transmission, front wheel drive, 170 horsepower, gas engine, 26 city / 30 hwy, 5 Seats","Dual-zone automatic climate control, Auxiliary input, Bluetooth streaming, Tire pressure, color| Headlamps, Turbo 4-cylinder engine only."
2019 Buick Encore,"$19,499",KL4CJASB6KB706308,"42,074 miles, automatic transmission, front wheel drive, 138 horsepower, gas engine, 26 city / 31 hwy, 5 Seats","Remote Keyless Entry, Steering Wheel Controls, Android Auto, Apple Carplay, Smart Device Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2020 GMC Terrain,"$25,999",3GKALPEV0LL137234,"63,437 miles, automatic transmission, front wheel drive, 170 horsepower, gas engine, 26 city / 30 hwy, 5 Seats","Dual-zone automatic climate control, Auxiliary input, Bluetooth streaming, Tire pressure, color| Headlamps, Turbo 4-cylinder engine only."
2021 Chevrolet Bolt EV,"$28,999",1G1FZ6S07M4109532,"6,907 miles, direct drive transmission, front wheel drive, 127 city / 108 hwy, 259mi electric range, 10hr charge time, 5 Seats","Auto Climate Control, Heated Seats, Heated Steering Wheel, Power Liftgate, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Wireless Phone Charger, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Roof Rails, Turn Signal Mirrors"
2017 INFINITI Q70,"$26,999",JN1BY1AP0HM741212,"35,589 miles, automatic transmission, rear wheel drive, 330 horsepower, gas engine, 18 city / 25 hwy, 5 Seats","Auto Climate Control, Cooled Seats, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Ignition, Navigation System, Rain-Sensing Wipers, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Front Parking Sensors, Rear-View Camera, Tire Pressure Monitoring System, LED Fog Lights, Turn Signal Mirrors"
2016 Honda Accord,"$20,499",1HGCR2F6XGA201436,"37,156 miles, automatic transmission, front wheel drive, 189 horsepower, gas engine, 26 city / 35 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Remote Keyless Entry, Steering Wheel Controls, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2019 Ram 1500,"$43,000",1C6SRFLT4KN692820,"45,778 miles, automatic transmission, four wheel drive, 395 horsepower, gas engine, 19 city / 24 hwy, 5'7” bed length, 5 Seats","Air Conditioning ATC w/Dual Zone Control, Heated Driver Seat, Heated Steering Wheel, Power Driver Seat, Rain Sensing Wipers, Remote Engine Start, Remote Proximity Keyless Entry, Steering Wheel Controls, 2 EQUIPMENT GROUP Google Android Auto, Apple CarPlay, iPod/MP3 Input, Smart Device Integration, WiFi Hotspot, Brake Assist, Electronic Stability Control, Security Alarm, Tire Pressure Monitoring System, Auto-Off Headlights, Integrated Turn Signal Mirrors, Power Heated Fold Away Mirrors, Tires - Front All-Terrain, Trailer Hitch"
2017 Ford Mustang,"$31,499",1FA6P8CF0H5328723,"42,077 miles, manual transmission, rear wheel drive, 15 city / 25 hwy, 4 Seats","Auto Climate Control, Cooled Seats, Dual-Zone Climate Control, Heated Seats, Navigation System, Remote Keyless Entry, Steering Wheel Controls, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Turn Signal Mirrors"
2015 Honda CR-V,"$19,999",2HKRM4H56FH704248,"48,243 miles, automatic transmission, all wheel drive, 26 city / 33 hwy, 5 Seats","Heated Seats, Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2019 Nissan Sentra,"$17,999",3N1AB7APXKY315483,"57,588 miles, automatic transmission, front wheel drive, 29 city / 37 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Heated Seats, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Rear-View Camera, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors, Turn Signal Mirrors"
2019 Ford Ranger,"$28,499",1FTER4EH5KLA05925,"48,009 miles, automatic transmission, rear wheel drive, 270 horsepower, gas engine, 21 city / 26 hwy, 5'1” bed length, 5 Seats","Remote Keyless Entry, Remote Start, Steering Wheel Controls, Wi-Fi Hotspot, Blind Spot Monitor, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights"
2020 Hyundai Santa Fe,"$24,999",5NMS23AD1LH165503,"35,430 miles, automatic transmission, front wheel drive, 185 horsepower, gas engine, 22 city / 29 hwy, 5 Seats","Adaptive Cruise Control, Keyless Entry, Power Doors, Steering Wheel Controls, Android Auto, Apple Carplay, Aux Audio Adapter, Handsfree/Bluetooth Integration, Collision Warning System, Lane Departure Warning, No pressure, Rear-View Camera, Automatic Headlights"
2019 Jeep Wrangler,"$40,499",1C4HJXEN2KW567257,"41,930 miles, automatic transmission, four wheel drive, 270 horsepower, hybrid engine, 17 city / 23 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Remote Keyless Entry, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors, Turbocharger"
2016 BMW M4,"$48,999",WBS3U9C55GP969302,"41,394 miles, manual transmission, rear wheel drive, 425 horsepower, gas engine, 17 city / 26 hwy, 4 Seats","Adaptive Cruise Control, Auto Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Harman/Kardon Sound System, Blind Spot Monitor, Front Parking Sensors, Head-Up Display, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Turbocharger"
2019 Chevrolet Silverado 1500,"$38,000",1GCRYDED5KZ339418,"19,275 miles, automatic transmission, four wheel drive, 355 horsepower, gas engine, 6'7” bed length, 6 Seats","10-way power driver seat, CJ2 dual-zone automatic climate control, Keyless Entry, KI3 heated steering wheel, Remote Start, Steering Wheel Controls, Apple CarPlay, Auxiliary Pwr Outlet, Smart Device Integration, WiFi Hotspot, Alarm, Electronic Stability Control, Side Blind Zone Alert, Tire Pressure Monitoring System, Heated Mirrors, Tires - Front All-Season, Turbo Charged"
2019 Toyota Camry,"$23,499",4T1B11HK4KU167521,"31,084 miles, automatic transmission, front wheel drive, 203 horsepower, gas engine, 28 city / 39 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Remote Keyless Entry, Steering Wheel Controls, Apple Carplay, Aux Audio Adapter, Smart Device Integration, Wi-Fi Hotspot, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2015 Lexus ES 350,"$27,499",JTHBK1GG2F2205214,"36,023 miles, automatic transmission, front wheel drive, 268 horsepower, gas engine, 21 city / 31 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Seat Memory, Mark Levinson Sound System, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, No pressure, Rear-View Camera, Fog Lights, Turn Signal Mirrors"
2018 GMC Acadia,"$30,499",1GKKNULS7JZ205802,"48,898 miles, automatic transmission, all wheel drive, 310 horsepower, gas engine, 17 city / 25 hwy, 7 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Power Liftgate, Remote Keyless Entry, Steering Wheel Controls, Blind Spot Monitor, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails"
2016 Lexus IS 300,"$25,999",JTHCM1D25G5012739,"54,711 miles, automatic transmission, all wheel drive, 255 horsepower, gas engine, 19 city / 26 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Navigation System, Remote Keyless Entry, Handsfree/Bluetooth Integration, Blind Spot Monitor, No pressure, Rear-View Camera, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2019 Alfa Romeo Giulia,"$32,499",ZARFANAN2K7608908,"19,751 miles, automatic transmission, all wheel drive, 280 horsepower, gas engine, 23 city / 31 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Passive Keyless Entry, Rain-Sensing Wipers, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, No pressure, Rear Parking Sensors, Rear-View Camera, Heated Mirrors, LED Lights"
2019 Chevrolet Silverado 1500,"$40,499",3GCUYDED2KG129188,"24,471 miles, automatic transmission, four wheel drive, 355 horsepower, gas engine, 5'10” bed length, 6 Seats","12V Power Outlet, 18 Inch Wheels, 4-Wheel Disc Brakes, 6 Speakers, 6-Passenger Seating, AM/FM, Adjustable Seats, Adjustable Steering Wheel, Air Conditioning, Alloy Wheels, Android Auto, Anti-Lock Brakes, Apple Carplay, Auto Climate Control, Automatic Headlights, Braking Assist, Cargo Cover, Chevrolet Connected Access, Chevrolet Infotainment System, Child Seat Anchors"
2018 Honda CR-V,"$28,499",2HKRW1H91JH510425,"26,919 miles, automatic transmission, front wheel drive, 190 horsepower, gas engine, 28 city / 34 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Power Liftgate, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Subwoofer, No pressure, Automatic Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2017 Ford Shelby GT350,"$53,499",1FA6P8JZXH5522446,"27,971 miles, manual transmission, rear wheel drive, 526 horsepower, gas engine, 14 city / 21 hwy, 4 Seats","Dual-Zone Climate Control, Navigation System, Remote Keyless Entry, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2019 Chevrolet Equinox,"$23,999",3GNAXUEV1KS503227,"32,072 miles, automatic transmission, all wheel drive, 170 horsepower, gas engine, 25 city / 30 hwy, 5 Seats","Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors"
2017 Chevrolet Silverado 1500,"$32,999",1GCVKREH4HZ266700,"37,866 miles, automatic transmission, four wheel drive, 285 horsepower, flex-fuel (FFV) engine, 17 city / 22 hwy, 6'7” bed length, 6 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Steering Wheel Controls, Smart Device Integration, Wi-Fi Hotspot, Rear-View Camera, Tire Pressure Monitoring System, LED Fog Lights"
2018 Ram 2500,"$55,499",3C6TR5EJ1JG232158,"13,644 miles, automatic transmission, four wheel drive, 410 horsepower, gas engine, 6'4” bed length, 6 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Smart Device Integration, Subwoofer, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Trailer Brake Controller"
2020 GMC Yukon XL,"$49,999",1GKS1GKC8LR292622,"62,416 miles, automatic transmission, rear wheel drive, 355 horsepower, gas engine, 15 city / 22 hwy, 8 Seats","Adaptive Cruise Control - Advanced, Remote Keyless, Steering wheel controls, (U42) rear seat entertainment system, Android Auto capability, Apple CarPlay, Auxiliary jack, rear| Headlamps  halogen"
2018 Chevrolet Traverse,"$30,999",1GNERGKW9JJ272040,"24,080 miles, automatic transmission, front wheel drive, 305 horsepower, gas engine, 18 city / 27 hwy, 7 Seats","Auto Climate Control, Remote Keyless Entry, Steering Wheel Controls, Three-Zone Climate Control, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Fog Lights, Heated Mirrors, Turn Signal Mirrors"
2017 Volkswagen Golf Alltrack,"$20,999",3VWH17AU0HM508940,"43,472 miles, automated manual transmission, all wheel drive, 170 horsepower, gas engine, 22 city / 30 hwy, 5 Seats","Heated Seats, Remote Keyless Entry, Steering Wheel Controls, Smart Device Integration, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors, Roof Rails, Turbocharger, Turn Signal Mirrors"
2018 Kia Sorento,"$26,999",5XYPHDA52JG422341,"55,071 miles, automatic transmission, all wheel drive, 290 horsepower, gas engine, 18 city / 25 hwy, 7 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Ignition, Android Auto, Apple Carplay, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2019 Toyota Corolla,"$18,990",2T1BURHE6KC176657,"32,375 miles, automatic transmission, front wheel drive, 28 city / 35 hwy, 5 Seats","Dynamic Cruise Control, Tilt & Telescoping Wheel, Bluetooth Wireless, Lane Departure Alert, Stability Control, LED Headlamps"
2018 Ford Explorer,"$28,999",1FM5K8F84JGB35191,"61,920 miles, automatic transmission, all wheel drive, 290 horsepower, flex-fuel (FFV) engine, 18 city / 25 hwy, 7 Seats","Auto Climate Control, Heated Steering Wheel, Keyless Entry Keypad, Navigation System, Power Liftgate, Rear Heated Seats, Remote Start, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Roof Rails, Turn Signal Mirrors"
2018 Chevrolet Colorado,"$32,590",1GCGTDEN7J1223245,"70,842 miles, automatic transmission, four wheel drive, 308 horsepower, gas engine, 17 city / 24 hwy, 5'2” bed length, 5 Seats","Heated Seats, Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Fog Lights, Towing Pkg"
2018 Jeep Grand Cherokee,"$29,590",1C4RJEBG7JC493980,"31,012 miles, automatic transmission, rear wheel drive, 19 city / 26 hwy, 5 Seats","Heated Seats, Keyless Entry, Navigation System, Power Liftgate Release, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Control, Fog Lights, Roof Rack"
2016 Mercedes-Benz C-Class,"$34,999",55SWF6EB7GU138358,"43,506 miles, automatic transmission, all wheel drive, 362 horsepower, gas engine, 21 city / 29 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Blind Spot Monitor, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2016 Mercedes-Benz C-Class,"$24,499",55SWF4KB7GU105336,"61,049 miles, automatic transmission, all wheel drive, 241 horsepower, gas engine, 24 city / 31 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Ignition, Navigation System, Rain-Sensing Wipers, Seat Memory, Steering Wheel Controls, Burmester Sound System, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2019 Ford Edge,"$29,999",2FMPK4J98KBC46689,"20,688 miles, automatic transmission, all wheel drive, 245 horsepower, gas engine, 21 city / 28 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry Keypad, Rain-Sensing Wipers, Remote Start, Steering Wheel Controls, Wi-Fi Hotspot, Wireless Phone Charger, Blind Spot Monitor, Collision Warning System, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Turn Signal Mirrors"
